modelo,n_atividades,media_diff_abs,mediana_diff_abs,std_diff,var_diff,mae,rmse,corr_r1_r2
claude-3-haiku-20240307,150,0.013333333333333334,0.0,0.11585688927269845,0.013422818791946308,0.013333333333333334,0.11547005383792516,0.9669584611095067
gpt-4o-mini,150,0.03333333333333333,0.0,0.183063661742464,0.033512304250559274,0.03333333333333333,0.18257418583505536,0.95858553055758
